input_row,standard_postcode,TOT_PERS1115jul,OCC_HH1115jul,X_BNG1115jul,Y_BNG1115jul,input_postcode 
603,E3  5QY ,62.0,26.0,536147,183421,E3 5QY
604,E2  7RG ,75.0,35.0,534006,182933,E2 7RG
605,E14 3NE ,136.0,52.0,538113,179246,E14 3NE
606,E14 8HH ,29.0,19.0,536821,180980,E14 8HH
607,E2  0JH ,37.0,15.0,535273,182965,E2 0JH
608,E2  0BP ,53.0,38.0,534745,182423,E2 0BP
610,E1  4AX ,136.0,55.0,535305,182277,E1 4AX
612,E2  6PP ,14.0,7.0,534469,182862,E2 6PP
613,E1  0QF ,191.0,54.0,535698,181305,E1 0QF
615,E14 6DU ,47.0,8.0,537478,181048,E14 6DU
616,E2  9HE ,79.0,37.0,534978,183453,E2 9HE
619,E1  3AQ ,93.0,35.0,535322,181829,E1 3AQ
621,E1  5RE ,12.0,7.0,534719,182243,E1 5RE
622,E2  7NQ ,40.0,14.0,533681,182655,E2 7NQ
623,E3  4NE ,23.0,12.0,537118,182627,E3 4NE
624,E14 0EW ,11.0,5.0,538289,180915,E14 0EW
625,E1  5AR ,7.0,1.0,534355,182089,E1 5AR
626,E14 8LY ,7.0,3.0,537286,179567,E14 8LY
627,E14 3NE ,136.0,52.0,538113,179246,E14 3NE
629,E1  8HY ,3.0,2.0,534320,180791,E1 8HY
630,E1W 2PT ,59.0,19.0,534404,180229,E1W 2PT
631,E2  0LB ,34.0,5.0,535274,182556,E2 0LB
632,E14 7SS ,22.0,3.0,536343,181736,E14 7SS
633,E1  2ND ,83.0,19.0,534817,181092,E1 2ND
634,E1  1JP ,175.0,66.0,534410,181463,E1 1JP
636,E2  6ET ,55.0,28.0,534218,182391,E2 6ET
637,E1  6PU ,67.0,35.0,533910,181676,E1 6PU
638,E3  4RB ,10.0,5.0,536283,182461,E3 4RB
639,E14 7TF ,150.0,32.0,536672,181282,E14 7TF
640,E3  3ER ,3.0,1.0,537541,182817,E3 3ER
641,E1  5AW ,28.0,9.0,534219,182018,E1 5AW
642,E14 3RS ,89.0,38.0,537262,178875,E14 3RS
643,E2  9LR ,6.0,2.0,535057,183029,E2 9LR
644,E14 3EB ,41.0,19.0,538579,178697,E14 3EB
645,E2  6DY ,113.0,56.0,533959,182330,E2 6DY
646,E3  4LA ,17.0,6.0,536828,181746,E3 4LA
647,E1  8HY ,3.0,2.0,534320,180791,E1 8HY
649,E14 6BB ,7.0,2.0,537666,181580,E14 6BB
650,E1  8DJ ,41.0,14.0,533961,181079,E1 8DJ
653,E2  0PX ,5.0,1.0,535536,182658,E2 0PX
654,E2  6PR ,1.0,1.0,534550,182928,E2 6PR
659,E1  0LB ,8.0,5.0,535454,181196,E1 0LB
660,E2  9LY ,161.0,64.0,535233,183172,E2 9LY
661,E2  9JG ,111.0,44.0,535625,183310,E2 9JG
662,E1  1HL ,50.0,19.0,534474,181392,E1 1HL
664,E3  2AD ,164.0,61.0,536996,182762,E3 2AD
665,E3  4PX ,1.0,1.0,536736,182376,E3 4PX
666,SW128JL ,118.0,48.0,528349,173551,SW12 8JL
667,SW154EU ,2.0,0.0,521997,174014,SW15 4EU
668,SW113ND ,43.0,22.0,526824,176771,SW11 3ND
669,SW178HE ,61.0,20.0,527884,171371,SW17 8HE
671,SW182LR ,77.0,35.0,526122,174363,SW18 2LR
672,SW183ER ,3.0,2.0,526418,173238,SW18 3ER
673,SW152ED ,66.0,25.0,524629,175124,SW15 2ED
676,SW166DS ,97.0,34.0,529352,170843,SW16 6DS
677,SW183QQ ,46.0,20.0,526229,172910,SW18 3QQ
678,SW112LX ,3.0,1.0,526881,175971,SW11 2LX
680,SW178HQ ,44.0,18.0,527971,171458,SW17 8HQ
681,SW179TJ ,130.0,41.0,528511,170834,SW17 9TJ
682,SW112AA ,17.0,10.0,526939,175242,SW11 2AA
683,SW116EF ,79.0,26.0,527809,174464,SW11 6EF
684,SW116EF ,79.0,26.0,527809,174464,SW11 6EF
685,SW151PN ,4.0,2.0,523663,175419,SW15 1PN
686,SW115QR ,134.0,61.0,528402,176123,SW11 5QR
687,SW166RJ ,55.0,15.0,529015,170895,SW16 6RJ
688,SW129SS ,39.0,17.0,528488,173029,SW12 9SS
690,SW179SA ,9.0,4.0,527503,170945,SW17 9SA
691,SW115UW ,41.0,21.0,528137,176033,SW11 5UW
692,SW170TW ,106.0,51.0,526750,171820,SW17 0TW
693,SW182SA ,33.0,16.0,526140,174066,SW18 2SA
694,SW185ST ,37.0,13.0,525227,174494,SW18 5ST
695,SW185TR ,34.0,17.0,524923,173526,SW18 5TR
702,SW151HL ,9.0,5.0,523198,175809,SW15 1HL
703,SW112TH ,51.0,22.0,527426,175828,SW11 2TH
704,SW128QJ ,65.0,20.0,528214,173711,SW12 8QJ
705,SW151AW ,129.0,62.0,523523,175362,SW15 1AW
706,SW154AA ,13.0,0.0,522572,173615,SW15 4AA
708,SW178PP ,103.0,31.0,527699,171415,SW17 8PP
709,SW181AE ,19.0,8.0,526091,174935,SW18 1AE
712,SW151BA ,92.0,48.0,523601,175661,SW15 1BA
714,SW8 4BE ,10.0,4.0,528837,176954,SW8 4BE
715,SW185SQ ,19.0,6.0,524931,173891,SW18 5SQ
717,SW196AD ,10.0,5.0,523757,173649,SW19 6AD
718,SW178BS ,3.0,1.0,528163,172354,SW17 8BS
719,SW177DF ,1.0,1.0,527213,172903,SW17 7DF
720,SW178SG ,78.0,29.0,527939,171989,SW17 8SG
722,SW152BZ ,103.0,35.0,524048,174636,SW15 2BZ
723,SW152NQ ,25.0,13.0,524512,175308,SW15 2NQ
725,SW111HS ,13.0,3.0,527042,174633,SW11 1HS
727,SW120LT ,22.0,12.0,529132,173531,SW12 0LT
728,SW128NR ,42.0,19.0,527993,173960,SW12 8NR
729,SW181HW ,10.0,4.0,525333,174901,SW18 1HW
730,SW177HL ,113.0,26.0,527583,172931,SW17 7HL
731,SW114DX ,25.0,13.0,528044,176666,SW11 4DX
733,SW177BQ ,70.0,32.0,528325,172812,SW17 7BQ
734,SW153NT ,23.0,8.0,523729,174003,SW15 3NT
735,SW8 4BX ,7.0,4.0,528851,176991,SW8 4BX
736,SW116QW ,8.0,4.0,527519,174745,SW11 6QW
737,SW153EQ ,82.0,25.0,522179,172360,SW15 3EQ
738,SW156EH ,76.0,30.0,523605,175047,SW15 6EH
740,SW116EL ,14.0,7.0,527575,174114,SW11 6EL
741,SW177TJ ,123.0,43.0,527742,171922,SW17 7TJ
742,SW4 9SD ,30.0,16.0,528350,175240,SW4 9SD
743,SW196JB ,22.0,0.0,524284,173151,SW19 6JB
744,SW128NA ,6.0,0.0,528065,173793,SW12 8NA
745,CT101BY ,50.0,0.0,639432,167136,CT10 1BY
746,SW156HL ,45.0,20.0,522910,174719,SW15 6HL
748,SW183TB ,105.0,40.0,526260,172512,SW18 3TB
749,SW1V3RT ,61.0,20.0,529755,178058,SW1V 3RT
751,W9  3DS ,95.0,29.0,524804,182542,W9 3DS
754,W9  2LR ,5.0,1.0,525292,182505,W9 2LR
757,NW8 6PX ,10.0,5.0,527013,183395,NW8 6PX
758,W10 4DQ ,39.0,19.0,524315,182470,W10 4DQ
762,W2  5SR ,103.0,1.0,525583,181836,W2 5SR
770,W2  3QD ,47.0,32.0,526445,180903,W2 3QD
772,W9  3EJ ,60.0,29.0,524759,182936,W9 3EJ
773,W2  5TF ,2.0,1.0,525721,181948,W2 5TF
775,W2  5PR ,28.0,12.0,525161,181486,W2 5PR
776,SW1P2DG ,6.0,2.0,529811,179262,SW1P 2DG
777,W9  2AN ,55.0,22.0,525242,182075,W9 2AN
778,SW1W0NL ,2.0,2.0,528769,179081,SW1W 0NL
779,W9  2JD ,187.0,87.0,525788,182138,W9 2JD
780,W2  5QH ,35.0,24.0,525330,181557,W2 5QH
783,SW1V3SE ,8.0,4.0,529801,178219,SW1V 3SE
786,NW8 0LH ,8.0,2.0,526538,183272,NW8 0LH
787,W1G 8BT ,1.0,1.0,528650,181568,W1G 8BT
789,SW1P3NY ,28.0,0.0,529923,179405,SW1P 3NY
790,SW1W9BA ,1.0,1.0,528171,178855,SW1W 9BA
792,SW1P3PF ,174.0,0.0,530046,179411,SW1P 3PF
794,W2  2HL ,87.0,31.0,527480,181047,W2 2HL
796,SW1P1QH ,32.0,0.0,529231,179110,SW1P 1QH
798,NW8 7PY ,6.0,0.0,527431,183481,NW8 7PY
799,NW1 4PT ,154.0,73.0,528368,182192,NW1 4PT
802,NW8 7NE ,25.0,14.0,527164,182912,NW8 7NE
803,SW111SH ,64.0,30.0,526831,175116,SW11 1SH
804,NW6 5ED ,10.0,2.0,525633,183266,NW6 5ED
805,NW8 9XP ,94.0,45.0,526355,183105,NW8 9XP
806,SW1V1PP ,22.0,11.0,529029,178739,SW1V 1PP
807,W10 4AA ,46.0,16.0,523858,182637,W10 4AA
808,W2  4PH ,40.0,18.0,525530,181122,W2 4PH
810,RM8 2LL ,119.0,42.0,546906,185175,RM8 2LL
813,IG118JA ,4.0,1.0,544013,184537,IG11 8JA
814,IG117QS ,36.0,10.0,545052,183999,IG11 7QS
816,RM6 6ES ,32.0,13.0,548456,188002,RM6 6ES
817,RM8 3EX ,89.0,29.0,548427,186559,RM8 3EX
818,RM6 5LL ,52.0,19.0,548155,189472,RM6 5LL
819,RM109NJ ,66.0,24.0,549339,183588,RM10 9NJ
821,RM109YR ,25.0,10.0,550508,184123,RM10 9YR
822,RM6 6DA ,75.0,26.0,548577,188423,RM6 6DA
823,RM9 6NH ,113.0,48.0,548866,184187,RM9 6NH
825,RM109JS ,32.0,15.0,549380,184389,RM10 9JS
828,RM9 5RH ,122.0,45.0,548839,184843,RM9 5RH
829,RM9 5TB ,69.0,31.0,548829,186204,RM9 5TB
830,RM8 1UR ,2.0,1.0,547581,186917,RM8 1UR
831,RM8 2XS ,113.0,45.0,547568,185532,RM8 2XS
832,RM8 2QR ,102.0,33.0,546932,186233,RM8 2QR
834,RM109JS ,32.0,15.0,549380,184389,RM10 9JS
836,RM9 5UL ,83.0,34.0,548737,185898,RM9 5UL
838,RM8 2XJ ,80.0,35.0,547387,185674,RM8 2XJ
839,RM8 2JN ,17.0,8.0,547235,186687,RM8 2JN
842,IG119UW ,122.0,34.0,545041,184695,IG11 9UW
845,EN4 8SD ,33.0,14.0,527043,195658,EN4 8SD
846,N14 5DJ ,101.0,34.0,528698,194092,N14 5DJ
847,N3  1NR ,4.0,2.0,525668,191761,N3 1NR
848,EN4 9NT ,43.0,17.0,526879,196101,EN4 9NT
849,N20 9DX ,68.0,27.0,526554,194368,N20 9DX
850,HA8 0DA ,43.0,12.0,520282,190557,HA8 0DA
851,NW4 2AS ,11.0,5.0,523703,189085,NW4 2AS
852,NW116EJ ,4.0,1.0,525598,189486,NW11 6EJ
853,NW116EJ ,4.0,1.0,525598,189486,NW11 6EJ
854,N14 5DU ,55.0,21.0,528308,194076,N14 5DU
855,NW2 1SL ,80.0,27.0,524390,186337,NW2 1SL
856,EN4 8NN ,96.0,35.0,527487,194545,EN4 8NN
857,NW9 6DT ,118.0,32.0,521599,189378,NW9 6DT
858,N10 1JS ,24.0,8.0,528008,190913,N10 1JS
859,NW7 3BG ,8.0,3.0,521029,193490,NW7 3BG
860,EN5 5HT ,220.0,73.0,526221,196548,EN5 5HT
861,NW7 3ED ,106.0,34.0,520434,191854,NW7 3ED
862,NW7 2BU ,4.0,1.0,523113,191400,NW7 2BU
863,HA8 9AB ,86.0,27.0,519629,191447,HA8 9AB
865,EN5 4NR ,61.0,20.0,523799,196845,EN5 4NR
866,N12 7BN ,2.0,1.0,524513,192169,N12 7BN
867,NW116XU ,21.0,9.0,524907,188944,NW11 6XU
868,NW116XU ,21.0,9.0,524907,188944,NW11 6XU
869,HA8 0HA ,4.0,1.0,520791,190910,HA8 0HA
870,N10 2NL ,44.0,18.0,528626,191205,N10 2NL
872,EN4 9BU ,33.0,13.0,526884,196676,EN4 9BU
873,N3  2AB ,15.0,5.0,526111,190686,N3 2AB
875,N3  1NR ,4.0,2.0,525668,191761,N3 1NR
876,N12 8PE ,45.0,14.0,525853,191674,N12 8PE
879,N3  2AG ,96.0,44.0,526258,190656,N3 2AG
880,EN5 2LZ ,9.0,2.0,524193,195569,EN5 2LZ
881,EN5 2QY ,55.0,17.0,523458,195652,EN5 2QY
882,N3  3PL ,26.0,5.0,524377,189655,N3 3PL
883,NW4 4JH ,15.0,6.0,522548,189527,NW4 4JH
884,N20 0NQ ,4.0,1.0,526773,193660,N20 0NQ
885,N20 0NQ ,4.0,1.0,526773,193660,N20 0NQ
886,EN4 8UD ,76.0,29.0,527578,195475,EN4 8UD
888,EN5 4NS ,30.0,12.0,523686,196943,EN5 4NS
889,N2  8GA ,1.0,1.0,526935,189608,N2 8GA
890,EN4 0NJ ,13.0,4.0,525435,197630,EN4 0NJ
891,N11 3LB ,13.0,5.0,527916,192475,N11 3LB
892,N20 0PL ,96.0,38.0,526192,193541,N20 0PL
893,N3  1BT ,108.0,40.0,524746,190949,N3 1BT
896,NW7 1QU ,13.0,6.0,522511,192792,NW7 1QU
898,EN4 9JH ,13.0,3.0,527889,196228,EN4 9JH
899,N20 9EZ ,48.0,14.0,526819,193904,N20 9EZ
900,HA8 0HQ ,4.0,2.0,520591,190759,HA8 0HQ
901,N12 0JP ,58.0,21.0,526270,191144,N12 0JP
903,EN5 2ED ,84.0,27.0,524996,195991,EN5 2ED
906,NW4 4TY ,3.0,1.0,522624,189086,NW4 4TY
907,N20 9JU ,56.0,26.0,527228,193996,N20 9JU
908,NW9 5FN ,129.0,64.0,521271,190568,NW9 5FN
909,HA8 8TE ,2.0,1.0,519769,193390,HA8 8TE
911,HA8 9HQ ,2.0,1.0,520712,191769,HA8 9HQ
913,NW7 2BU ,4.0,1.0,523113,191400,NW7 2BU
914,N14 5HD ,50.0,16.0,529215,194485,N14 5HD
917,NW9 5PE ,1.0,1.0,521928,190571,NW9 5PE
918,NW7 1QS ,90.0,1.0,522595,192621,NW7 1QS
919,NW4 1TD ,15.0,4.0,523607,189568,NW4 1TD
920,NW117HY ,1.0,1.0,525868,187188,NW11 7HY
921,EN5 1SA ,53.0,23.0,526174,195828,EN5 1SA
922,EN4 0NJ ,13.0,4.0,525435,197630,EN4 0NJ
923,N2  0QN ,41.0,11.0,526506,188322,N2 0QN
924,NW7 3RT ,59.0,22.0,520848,192229,NW7 3RT
925,NW117NT ,28.0,15.0,525140,187676,NW11 7NT
926,NW7 4DB ,9.0,6.0,522182,192427,NW7 4DB
927,HA8 8TP ,72.0,18.0,519681,192904,HA8 8TP
928,N2  0RE ,53.0,15.0,526618,188707,N2 0RE
929,NW7 3RG ,57.0,22.0,521427,192238,NW7 3RG
931,NW117HB ,40.0,21.0,524972,188120,NW11 7HB
932,HA8 0QS ,23.0,5.0,520363,191345,HA8 0QS
934,N11 3LX ,39.0,20.0,527539,192238,N11 3LX
937,N20 0DH ,45.0,24.0,527539,193416,N20 0DH
938,NW2 1TR ,1.0,1.0,523511,187562,NW2 1TR
939,DA6 8EQ ,7.0,2.0,547818,175496,DA6 8EQ
940,DA162BH ,21.0,6.0,546607,175265,DA16 2BH
941,DA6 7QJ ,58.0,18.0,549794,175056,DA6 7QJ
942,DA162ET ,187.0,60.0,546168,175745,DA16 2ET
943,DA5 1HH ,113.0,41.0,548454,174428,DA5 1HH
944,DA8 1LE ,88.0,27.0,549346,177072,DA8 1LE
945,DA144ED ,5.0,2.0,546481,172429,DA14 4ED
946,DA157JG ,125.0,50.0,545453,172273,DA15 7JG
947,SE9 3RH ,51.0,17.0,544743,172775,SE9 3RH
948,DA184DP ,10.0,3.0,548249,179254,DA18 4DP
949,DA176AA ,38.0,15.0,550032,179111,DA17 6AA
950,SE288JB ,6.0,2.0,547330,180550,SE28 8JB
951,SE288QA ,7.0,2.0,547307,181174,SE28 8QA
953,DA163QG ,88.0,28.0,546254,176008,DA16 3QG
954,DA158QW ,161.0,67.0,545535,174182,DA15 8QW
955,DA1 4DZ ,2.0,1.0,551021,174982,DA1 4DZ
956,DA8 3HQ ,32.0,9.0,550301,177475,DA8 3HQ
959,DA145ED ,11.0,3.0,547304,171192,DA14 5ED
960,DA157DU ,46.0,18.0,546257,172359,DA15 7DU
961,DA144QU ,60.0,21.0,546964,171454,DA14 4QU
962,DA157HD ,53.0,15.0,546039,172061,DA15 7HD
963,DA8 3PB ,27.0,8.0,550825,176948,DA8 3PB
964,NW109SD ,9.0,2.0,521444,184360,NW10 9SD
965,NW108RF ,39.0,8.0,520580,184149,NW10 8RF
968,RG401PX ,22.0,10.0,482027,169419,RG40 1PX
970,NW2 4AB ,45.0,19.0,523487,185392,NW2 4AB
971,NW100SL ,22.0,7.0,520490,184554,NW10 0SL
972,HA0 3SF ,87.0,26.0,517066,186947,HA0 3SF
973,NW6 5PX ,49.0,31.0,524874,182990,NW6 5PX
974,NW108UT ,81.0,37.0,521191,183436,NW10 8UT
975,HA3 0JX ,28.0,6.0,517838,187953,HA3 0JX
976,HA3 0JX ,28.0,6.0,517838,187953,HA3 0JX
978,NW9 9ND ,48.0,11.0,519911,188688,NW9 9ND
979,NW109UR ,2.0,1.0,521635,184304,NW10 9UR
980,HA0 4HH ,24.0,7.0,518782,184175,HA0 4HH
981,NW6 7PB ,4.0,3.0,523903,184046,NW6 7PB
982,NW101RD ,101.0,47.0,521648,185523,NW10 1RD
984,HA9 8RJ ,74.0,25.0,517871,187268,HA9 8RJ
987,HA0 4RQ ,124.0,34.0,517608,184698,HA0 4RQ
989,HA9 6HT ,3.0,1.0,518881,184714,HA9 6HT
992,NW103UD ,72.0,27.0,521930,184067,NW10 3UD
993,NW109BX ,51.0,17.0,521093,184619,NW10 9BX
995,NW6 6RG ,44.0,26.0,524447,183659,NW6 6RG
996,NW9 0BD ,64.0,16.0,520745,188591,NW9 0BD
997,NW2 6TD ,8.0,2.0,523185,185919,NW2 6TD
998,NW9 8JD ,62.0,18.0,520450,187979,NW9 8JD
1000,NW6 7TE ,3.0,2.0,524644,183975,NW6 7TE
1004,NW2 6HS ,52.0,14.0,522541,186187,NW2 6HS
1005,HA9 6BE ,113.0,37.0,518895,185113,HA9 6BE
1006,NW2 5BB ,70.0,30.0,522895,184763,NW2 5BB
1007,NW9 8YD ,16.0,7.0,520175,188496,NW9 8YD
1008,NW2 5AN ,97.0,53.0,523045,184770,NW2 5AN
1011,NW2 6EU ,54.0,16.0,523082,186447,NW2 6EU
1012,NW100BG ,120.0,42.0,520648,186198,NW10 0BG
1014,NW6 7PB ,4.0,3.0,523903,184046,NW6 7PB
1015,NW109LS ,6.0,2.0,521386,184266,NW10 9LS
1017,NW103RN ,3.0,1.0,522218,183549,NW10 3RN
1019,HA9 7QJ ,32.0,6.0,518232,186117,HA9 7QJ
1020,HA9 8HE ,67.0,27.0,518914,186169,HA9 8HE
1021,NW9 8PN ,36.0,10.0,520278,186787,NW9 8PN
1022,W7  1PD ,46.0,23.0,515648,181630,W7 1PD
1028,NW9 0JY ,19.0,7.0,520374,189421,NW9 0JY
1029,BR3 4QY ,57.0,25.0,535968,169207,BR3 4QY
1030,BR2 8AA ,90.0,34.0,543205,167655,BR2 8AA
1031,BR6 7JN ,15.0,7.0,543246,161722,BR6 7JN
1032,BR7 6BL ,56.0,23.0,544123,171443,BR7 6BL
1033,BR5 2JD ,51.0,27.0,546011,167882,BR5 2JD
1034,BR5 3WD ,92.0,44.0,547649,168474,BR5 3WD
1035,BR6 9SH ,3.0,2.0,546558,165140,BR6 9SH
1036,BR7 5ES ,73.0,23.0,542509,170782,BR7 5ES
1037,BR1 2DS ,61.0,29.0,541957,168822,BR1 2DS
1039,BR1 2PR ,65.0,19.0,541337,169854,BR1 2PR
1040,BR7 6LR ,59.0,0.0,544956,170418,BR7 6LR
1041,BR3 5PA ,106.0,42.0,538428,169424,BR3 5PA
1042,BR4 0QS ,54.0,14.0,538011,166633,BR4 0QS
1043,BR1 2TW ,7.0,2.0,543210,168259,BR1 2TW
1044,SE9 4QF ,6.0,3.0,541794,172968,SE9 4QF
1045,BR1 3BE ,49.0,27.0,541161,169454,BR1 3BE
1046,BR7 6SD ,124.0,1.0,545057,170728,BR7 6SD
1048,SE255BD ,49.0,16.0,534241,167852,SE25 5BD
1049,CR5 3BT ,82.0,27.0,528818,159394,CR5 3BT
1050,CR8 2NE ,37.0,20.0,531409,161913,CR8 2NE
1051,CR0 6TY ,72.0,31.0,533451,166110,CR0 6TY
1052,CR0 1QH ,2.0,1.0,532428,164962,CR0 1QH
1053,CR7 8JF ,117.0,45.0,532261,168926,CR7 8JF
1054,CR0 2PL ,41.0,20.0,531913,167069,CR0 2PL
1055,CR0 2PL ,41.0,20.0,531913,167069,CR0 2PL
1056,CR0 1DT ,25.0,9.0,532258,164578,CR0 1DT
1057,CR0 7UF ,9.0,3.0,535856,167554,CR0 7UF
1058,CR2 0PR ,99.0,42.0,532704,163197,CR2 0PR
1059,CR7 7QT ,43.0,12.0,531246,168384,CR7 7QT
1060,CR7 7QT ,43.0,12.0,531246,168384,CR7 7QT
1061,CR0 0PA ,98.0,33.0,538129,162818,CR0 0PA
1062,CR3 0EX ,48.0,20.0,533466,159062,CR3 0EX
1063,CR8 4DN ,42.0,17.0,531063,160210,CR8 4DN
1064,CR2 9EA ,48.0,25.0,534006,161278,CR2 9EA
1065,CR5 3DE ,162.0,55.0,528933,158913,CR5 3DE
1066,CR8 5JN ,3.0,2.0,531896,159279,CR8 5JN
1067,CR0 7NJ ,15.0,9.0,536460,166848,CR0 7NJ
1068,CR0 9JE ,67.0,42.0,536527,162870,CR0 9JE
1069,CR0 9HX ,2.0,1.0,536768,162439,CR0 9HX
1070,SE256LT ,172.0,58.0,533489,167908,SE25 6LT
1071,SE193XE ,55.0,19.0,532083,170094,SE19 3XE
1072,CR0 5NS ,126.0,36.0,533102,165033,CR0 5NS
1073,CR2 8PR ,30.0,13.0,535732,161852,CR2 8PR
1074,SE193ST ,96.0,55.0,532919,170662,SE19 3ST
1076,SE193LG ,6.0,2.0,533166,169871,SE19 3LG
1077,CR0 5EL ,54.0,23.0,535854,165540,CR0 5EL
1078,CR0 4BH ,135.0,61.0,531669,165077,CR0 4BH
1079,CR0 4BH ,135.0,61.0,531669,165077,CR0 4BH
1080,CR5 1ED ,2.0,1.0,530879,158235,CR5 1ED
1081,CR8 2QE ,48.0,18.0,531718,162215,CR8 2QE
1082,SE193NU ,77.0,25.0,532201,170914,SE19 3NU
1084,CR2 6DF ,61.0,28.0,531969,163571,CR2 6DF
1085,SE193NX ,14.0,5.0,532209,170976,SE19 3NX
1086,CR0 5JQ ,118.0,49.0,533485,165085,CR0 5JQ
1087,CR0 4BH ,135.0,61.0,531669,165077,CR0 4BH
1089,CR2 8LQ ,34.0,12.0,535492,162668,CR2 8LQ
1092,CR2 6DA ,33.0,13.0,531755,162632,CR2 6DA
1093,CR2 7DW ,100.0,50.0,532896,164358,CR2 7DW
1094,CR8 3JJ ,31.0,12.0,530042,162218,CR8 3JJ
1095,CR9 5BX ,177.0,12.0,534777,163835,CR9 5BX
1096,CR2 6YT ,3.0,1.0,532253,164047,CR2 6YT
1097,CR8 4DN ,42.0,17.0,531063,160210,CR8 4DN
1098,CR8 3AL ,50.0,12.0,530854,161536,CR8 3AL
1100,CR2 7HZ ,64.0,22.0,533823,164269,CR2 7HZ
1101,CR2 8YB ,6.0,2.0,535104,162023,CR2 8YB
1102,CR0 1AX ,60.0,32.0,532032,165452,CR0 1AX
1103,CR0 2HN ,109.0,46.0,532817,167418,CR0 2HN
1104,CR7 7BN ,70.0,20.0,532300,167999,CR7 7BN
1105,CR2 6DF ,61.0,28.0,531969,163571,CR2 6DF
1106,BR3 3BZ ,3.0,1.0,537389,166263,BR3 3BZ
1107,CR8 4DS ,116.0,46.0,531134,160564,CR8 4DS
1108,CR2 8HD ,48.0,16.0,536106,163133,CR2 8HD
1109,SE193QN ,37.0,18.0,532581,170744,SE19 3QN
1110,W3  7LL ,145.0,53.0,520724,180361,W3 7LL
1111,UB1 2JG ,20.0,10.0,513041,180542,UB1 2JG
1112,W3  8RX ,47.0,16.0,519925,179731,W3 8RX
1114,W3  8SJ ,27.0,9.0,519924,179586,W3 8SJ
1116,W3  7HA ,5.0,1.0,521103,180608,W3 7HA
1117,UB6 8PR ,50.0,14.0,514643,183380,UB6 8PR
1119,W13 0NY ,21.0,10.0,516261,180606,W13 0NY
1120,W7  2NR ,80.0,35.0,515178,180038,W7 2NR
1121,NW107DN ,26.0,7.0,519217,183092,NW10 7DN
1122,W3  0JL ,92.0,33.0,519464,181246,W3 0JL
1123,W7  3RT ,5.0,1.0,514713,181489,W7 3RT
1124,UB1 1DR ,14.0,4.0,512317,179994,UB1 1DR
1127,W13 0LA ,109.0,48.0,516435,180907,W13 0LA
1128,UB1 2JE ,76.0,22.0,512918,180620,UB1 2JE
1129,UB6 9TT ,111.0,44.0,513516,182754,UB6 9TT
1132,W7  1HA ,166.0,61.0,515461,180996,W7 1HA
1133,W3  7PD ,30.0,8.0,521199,181468,W3 7PD
1134,W4  1BD ,22.0,13.0,521098,179484,W4 1BD
1136,UB1 1DR ,14.0,4.0,512317,179994,UB1 1DR
1137,UB2 5QP ,122.0,32.0,512405,178960,UB2 5QP
1138,UB2 4RP ,135.0,28.0,513011,179361,UB2 4RP
1139,W3  6SA ,17.0,4.0,520236,180429,W3 6SA
1140,UB1 2PQ ,3.0,1.0,512757,181747,UB1 2PQ
1141,W13 9TE ,177.0,54.0,516649,179392,W13 9TE
1142,UB5 6BU ,133.0,41.0,512734,183145,UB5 6BU
1147,UB1 2NH ,49.0,15.0,512895,181822,UB1 2NH
1148,W5  4EA ,130.0,54.0,517521,179036,W5 4EA
1149,W7  2DP ,50.0,21.0,515848,179722,W7 2DP
1150,UB6 7AP ,82.0,25.0,517297,183355,UB6 7AP
1152,UB5 6HW ,2.0,1.0,511572,182767,UB5 6HW
1153,UB2 4JS ,60.0,17.0,512849,178791,UB2 4JS
1154,UB2 5JT ,58.0,17.0,511568,178911,UB2 5JT
1155,UB2 4HT ,107.0,30.0,513707,179225,UB2 4HT
1156,W5  2QT ,80.0,37.0,517969,181859,W5 2QT
1157,UB1 1NX ,78.0,20.0,512195,180644,UB1 1NX
1158,HA0 1DP ,71.0,18.0,517357,183157,HA0 1DP
1159,W5  4EA ,130.0,54.0,517521,179036,W5 4EA
1160,UB6 9AN ,4.0,1.0,514384,182067,UB6 9AN
1161,UB6 7AF ,1.0,1.0,517181,183465,UB6 7AF
1163,W5  1SL ,171.0,48.0,517468,181976,W5 1SL
1164,W7  3HU ,10.0,5.0,515447,180385,W7 3HU
1165,UB5 6NL ,59.0,20.0,510877,183102,UB5 6NL
1168,UB1 3BT ,65.0,20.0,512982,180280,UB1 3BT
1169,UB1 3HZ ,4.0,1.0,513408,181163,UB1 3HZ
1172,UB5 4LB ,26.0,8.0,514457,185061,UB5 4LB
1173,UB1 3HX ,123.0,38.0,513604,180755,UB1 3HX
1174,UB1 3HX ,123.0,38.0,513604,180755,UB1 3HX
1175,W7  1JJ ,48.0,18.0,515192,181946,W7 1JJ
1177,W3  0HW ,55.0,29.0,518991,181185,W3 0HW
1181,W5  2JL ,13.0,6.0,518389,181923,W5 2JL
1183,W3  7EG ,44.0,16.0,521437,180779,W3 7EG
1184,SW156PY ,9.0,3.0,522766,175138,SW15 6PY
1185,UB2 4NY ,120.0,27.0,512886,179153,UB2 4NY
1187,W5  5BG ,121.0,68.0,517446,180525,W5 5BG
1188,W3  7HD ,71.0,44.0,521539,180749,W3 7HD
1189,W3  9PU ,20.0,8.0,519354,180795,W3 9PU
1190,N22 8LB ,150.0,47.0,530733,190812,N22 8LB
1191,W4  1LB ,35.0,11.0,521062,178955,W4 1LB
